iter	Passed	Remaining
1670	18673	9264
1671	18681	9251
1672	18689	9238
1673	18698	9226
1674	18710	9215
1675	18721	9204
1676	18734	9194
1677	18749	9184
1678	18763	9174
1679	18774	9163
1680	18785	9152
1681	18799	9142
1682	18821	9136
1683	18837	9127
1684	18845	9115
1685	18854	9103
1686	18862	9090
1687	18870	9077
1688	18877	9064
1689	18886	9052
1690	18894	9039
1691	18902	9026
1692	18910	9013
1693	18918	9001
1694	18927	8989
1695	18936	8976
1696	18944	8964
1697	18952	8951
1698	18960	8938
1699	18968	8926
1700	18976	8913
1701	18983	8900
1702	18991	8888
1703	18999	8875
1704	19010	8864
1705	19020	8852
1706	19029	8840
1707	19038	8828
1708	19046	8815
1709	19055	8803
1710	19063	8790
1711	19071	8778
1712	19079	8765
1713	19087	8752
1714	19095	8740
1715	19103	8727
1716	19110	8715
1717	19119	8702
1718	19127	8690
1719	19135	8677
1720	19143	8665
1721	19156	8654
1722	19164	8642
1723	19172	8630
1724	19180	8617
1725	19188	8604
1726	19197	8592
1727	19205	8580
1728	19213	8567
1729	19222	8555
1730	19231	8543
1731	19240	8531
1732	19248	8519
1733	19255	8506
1734	19265	8494
1735	19273	8482
1736	19282	8470
1737	19291	8458
1738	19304	8447
1739	19313	8435
1740	19322	8423
1741	19331	8411
1742	19339	8399
1743	19348	8387
1744	19357	8375
1745	19367	8363
1746	19376	8351
1747	19385	8339
1748	19395	8328
1749	19403	8315
1750	19413	8304
1751	19421	8291
1752	19431	8280
1753	19439	8268
1754	19448	8255
1755	19456	8243
1756	19466	8231
1757	19474	8219
1758	19483	8207
1759	19492	8195
1760	19500	8183
1761	19507	8170
1762	19515	8158
1763	19523	8145
1764	19531	8133
1765	19539	8121
1766	19547	8108
1767	19555	8096
1768	19563	8084
1769	19570	8071
1770	19578	8059
1771	19586	8046
1772	19593	8034
1773	19601	8021
1774	19609	8009
1775	19617	7997
1776	19625	7985
1777	19633	7972
1778	19642	7960
1779	19650	7948
1780	19657	7935
1781	19665	7923
1782	19674	7911
1783	19682	7899
1784	19691	7887
1785	19700	7875
1786	19710	7864
1787	19720	7852
1788	19735	7843
1789	19745	7831
1790	19754	7820
1791	19765	7808
1792	19775	7797
1793	19784	7785
1794	19797	7775
1795	19806	7763
1796	19814	7751
1797	19823	7739
1798	19831	7727
1799	19839	7715
1800	19847	7703
1801	19854	7690
1802	19862	7678
1803	19869	7665
1804	19876	7653
1805	19889	7643
1806	19902	7632
1807	19910	7620
1808	19918	7608
1809	19926	7596
1810	19935	7584
1811	19943	7572
1812	19951	7560
1813	19959	7548
1814	19967	7535
1815	19974	7523
1816	19983	7511
1817	19991	7499
1818	20000	7487
1819	20008	7475
1820	20017	7464
1821	20025	7452
1822	20035	7440
1823	20043	7428
1824	20052	7416
1825	20061	7404
1826	20070	7393
1827	20078	7381
1828	20087	7369
1829	20095	7357
1830	20104	7345
1831	20112	7333
1832	20121	7321
1833	20129	7309
1834	20138	7298
1835	20146	7286
1836	20155	7274
1837	20163	7262
1838	20171	7250
1839	20180	7238
1840	20188	7226
1841	20197	7214
1842	20205	7203
1843	20214	7191
1844	20223	7179
1845	20233	7168
1846	20243	7157
1847	20253	7145
1848	20261	7133
1849	20271	7122
1850	20279	7110
1851	20291	7099
1852	20300	7088
1853	20308	7076
1854	20317	7064
1855	20325	7052
1856	20334	7041
1857	20343	7029
1858	20352	7017
1859	20360	7005
1860	20369	6994
1861	20377	6982
1862	20386	6970
1863	20393	6958
1864	20401	6946
1865	20409	6934
1866	20418	6922
1867	20427	6911
1868	20436	6899
1869	20447	6888
1870	20462	6879
1871	20470	6867
1872	20479	6855
1873	20487	6843
1874	20497	6832
1875	20505	6820
1876	20515	6809
1877	20523	6797
1878	20532	6785
1879	20542	6774
1880	20551	6762
1881	20559	6751
1882	20567	6739
1883	20576	6727
1884	20585	6716
1885	20594	6704
1886	20602	6692
1887	20611	6681
1888	20619	6669
1889	20628	6657
1890	20637	6646
1891	20647	6635
1892	20656	6623
1893	20664	6611
1894	20673	6600
1895	20681	6588
1896	20689	6576
1897	20699	6565
1898	20709	6554
1899	20718	6542
1900	20728	6531
1901	20737	6519
1902	20745	6508
1903	20754	6496
1904	20762	6484
1905	20771	6473
1906	20783	6462
1907	20792	6451
1908	20801	6439
1909	20810	6428
1910	20818	6416
1911	20827	6404
1912	20835	6393
1913	20844	6381
1914	20852	6370
1915	20862	6358
1916	20870	6347
1917	20878	6335
1918	20886	6323
1919	20895	6312
1920	20903	6300
1921	20912	6288
1922	20920	6277
1923	20929	6265
1924	20938	6254
1925	20946	6242
1926	20956	6231
1927	20963	6219
1928	20972	6208
1929	20981	6196
1930	20988	6184
1931	20996	6173
1932	21005	6161
1933	21013	6149
1934	21021	6138
1935	21029	6126
1936	21037	6114
1937	21045	6102
1938	21053	6091
1939	21061	6079
1940	21069	6067
1941	21076	6055
1942	21084	6044
1943	21092	6032
1944	21100	6020
1945	21108	6009
1946	21116	5997
1947	21124	5986
1948	21132	5974
1949	21140	5962
1950	21148	5951
1951	21156	5939
1952	21164	5927
1953	21171	5916
1954	21179	5904
1955	21187	5892
1956	21194	5880
1957	21202	5869
1958	21210	5857
1959	21219	5846
1960	21227	5834
1961	21235	5823
1962	21244	5811
1963	21252	5800
1964	21260	5788
1965	21268	5776
1966	21279	5766
1967	21287	5754
1968	21295	5743
1969	21304	5731
1970	21311	5719
1971	21319	5708
1972	21327	5696
1973	21335	5685
1974	21343	5673
1975	21352	5662
1976	21360	5650
1977	21368	5639
1978	21375	5627
1979	21384	5616
1980	21392	5604
1981	21401	5593
1982	21408	5581
1983	21416	5570
1984	21425	5558
1985	21433	5547
1986	21441	5535
1987	21449	5524
1988	21457	5512
1989	21466	5501
1990	21474	5489
1991	21482	5478
1992	21489	5466
1993	21498	5455
1994	21506	5444
1995	21515	5432
1996	21523	5421
1997	21531	5409
1998	21539	5398
1999	21547	5386
2000	21555	5375
2001	21564	5364
2002	21572	5352
2003	21581	5341
2004	21589	5330
2005	21599	5319
2006	21607	5307
2007	21616	5296
2008	21624	5285
2009	21633	5273
2010	21642	5262
2011	21708	5265
2012	21770	5266
2013	21812	5263
2014	21869	5263
2015	21922	5263
2016	21932	5252
2017	21940	5240
2018	21948	5228
2019	21956	5217
2020	21964	5205
2021	21973	5194
2022	21981	5182
2023	21989	5171
2024	21997	5159
2025	22004	5148
2026	22013	5136
2027	22021	5125
2028	22029	5113
2029	22037	5102
2030	22046	5090
2031	22054	5079
2032	22063	5068
2033	22071	5056
2034	22079	5045
2035	22088	5033
2036	22097	5022
2037	22106	5011
2038	22115	5000
2039	22124	4988
2040	22133	4977
2041	22142	4966
2042	22151	4955
2043	22160	4943
2044	22168	4932
2045	22177	4921
2046	22185	4909
2047	22194	4898
2048	22202	4886
2049	22210	4875
2050	22218	4864
2051	22227	4852
2052	22235	4841
2053	22244	4830
2054	22253	4818
2055	22265	4808
2056	22274	4797
2057	22282	4785
2058	22291	4774
2059	22298	4762
2060	22307	4751
2061	22314	4740
2062	22322	4728
2063	22331	4717
2064	22340	4706
2065	22348	4694
2066	22356	4683
2067	22365	4671
2068	22372	4660
2069	22380	4649
2070	22389	4637
2071	22407	4628
2072	22420	4618
2073	22428	4606
2074	22436	4595
2075	22444	4584
2076	22452	4572
2077	22460	4561
2078	22468	4549
2079	22476	4538
2080	22484	4527
2081	22492	4515
2082	22500	4504
2083	22509	4493
2084	22517	4481
2085	22526	4470
2086	22534	4459
2087	22542	4447
2088	22549	4436
2089	22558	4425
2090	22566	4414
2091	22575	4402
2092	22584	4391
2093	22593	4380
2094	22601	4369
2095	22610	4358
2096	22619	4346
2097	22627	4335
2098	22636	4324
2099	22646	4313
2100	22655	4302
2101	22665	4291
2102	22673	4280
2103	22685	4269
2104	22694	4258
2105	22704	4247
2106	22712	4236
2107	22721	4225
2108	22730	4214
2109	22739	4203
2110	22748	4192
2111	22762	4181
2112	22771	4170
2113	22780	4159
2114	22789	4148
2115	22797	4137
2116	22806	4126
2117	22815	4115
2118	22824	4103
2119	22834	4092
2120	22842	4081
2121	22852	4070
2122	22861	4059
2123	22872	4048
2124	22881	4037
2125	22890	4026
2126	22900	4015
2127	22908	4004
2128	22918	3993
2129	22926	3982
2130	22936	3971
2131	22947	3960
2132	22956	3949
2133	22965	3938
2134	22973	3927
2135	22982	3916
2136	22990	3905
2137	22998	3894
2138	23007	3882
2139	23014	3871
2140	23022	3860
2141	23030	3849
2142	23037	3837
2143	23045	3826
2144	23053	3815
2145	23060	3804
2146	23068	3792
2147	23075	3781
2148	23083	3770
2149	23091	3759
2150	23098	3747
2151	23105	3736
2152	23113	3725
2153	23120	3713
2154	23129	3702
2155	23136	3691
2156	23143	3680
2157	23151	3668
2158	23158	3657
2159	23167	3646
2160	23176	3635
2161	23184	3624
2162	23191	3613
2163	23198	3602
2164	23206	3590
2165	23214	3579
2166	23221	3568
2167	23229	3557
2168	23236	3546
2169	23244	3534
2170	23256	3524
2171	23264	3513
2172	23271	3502
2173	23279	3490
2174	23288	3479
2175	23297	3468
2176	23307	3458
2177	23317	3447
2178	23327	3436
2179	23335	3425
2180	23345	3414
2181	23353	3403
2182	23362	3392
2183	23371	3381
2184	23379	3370
2185	23387	3359
2186	23395	3348
2187	23403	3337
2188	23411	3326
2189	23419	3315
2190	23426	3303
2191	23434	3292
2192	23442	3281
2193	23449	3270
2194	23457	3259
2195	23465	3248
2196	23473	3237
2197	23480	3226
2198	23489	3215
2199	23497	3204
2200	23505	3193
2201	23512	3182
2202	23520	3171
2203	23528	3159
2204	23536	3148
2205	23544	3137
2206	23552	3126
2207	23559	3115
2208	23567	3104
2209	23575	3093
2210	23583	3082
2211	23591	3071
2212	23599	3060
2213	23609	3049
2214	23618	3038
2215	23627	3028
2216	23636	3017
2217	23645	3006
2218	23654	2995
2219	23663	2984
2220	23673	2973
2221	23682	2962
2222	23690	2952
2223	23698	2941
2224	23707	2930
2225	23714	2919
2226	23722	2908
2227	23730	2897
2228	23738	2886
2229	23756	2876
2230	23764	2865
2231	23772	2854
2232	23780	2843
2233	23787	2832
2234	23795	2821
2235	23803	2810
2236	23811	2799
2237	23819	2788
2238	23827	2777
2239	23836	2766
2240	23843	2755
2241	23851	2744
2242	23859	2733
2243	23870	2723
2244	23879	2712
2245	23887	2701
2246	23895	2690
2247	23903	2679
2248	23912	2668
2249	23921	2657
2250	23930	2647
2251	23938	2636
2252	23947	2625
2253	23955	2614
2254	23963	2603
2255	23972	2592
2256	23981	2581
2257	23989	2571
2258	23999	2560
2259	24007	2549
2260	24016	2538
2261	24024	2527
2262	24033	2517
2263	24042	2506
2264	24050	2495
2265	24058	2484
2266	24067	2473
2267	24075	2462
2268	24083	2451
2269	24091	2441
2270	24099	2430
2271	24108	2419
2272	24117	2408
2273	24126	2397
2274	24134	2386
2275	24142	2376
2276	24149	2365
2277	24157	2354
2278	24166	2343
2279	24174	2332
2280	24184	2321
2281	24193	2311
2282	24202	2300
2283	24211	2289
2284	24219	2278
2285	24228	2268
2286	24240	2257
2287	24250	2246
2288	24260	2236
2289	24272	2225
2290	24283	2215
2291	24292	2204
2292	24301	2193
2293	24312	2183
2294	24320	2172
2295	24330	2161
2296	24338	2150
2297	24348	2140
2298	24356	2129
2299	24366	2118
2300	24375	2108
2301	24383	2097
2302	24392	2086
2303	24400	2075
2304	24408	2064
2305	24416	2054
2306	24425	2043
2307	24432	2032
2308	24441	2021
2309	24449	2010
2310	24457	2000
2311	24465	1989
2312	24473	1978
2313	24481	1967
2314	24490	1957
2315	24498	1946
2316	24506	1935
2317	24514	1924
2318	24522	1914
2319	24530	1903
2320	24539	1892
2321	24547	1881
2322	24556	1871
2323	24564	1860
2324	24573	1849
2325	24582	1838
2326	24592	1828
2327	24600	1817
2328	24609	1806
2329	24617	1796
2330	24626	1785
2331	24634	1774
2332	24643	1764
2333	24652	1753
2334	24661	1742
2335	24669	1731
2336	24678	1721
2337	24687	1710
2338	24695	1699
2339	24703	1689
2340	24711	1678
2341	24720	1667
2342	24729	1657
2343	24738	1646
2344	24746	1635
2345	24755	1625
2346	24763	1614
2347	24772	1603
2348	24779	1592
2349	24788	1582
2350	24796	1571
2351	24805	1560
2352	24813	1550
2353	24821	1539
2354	24829	1528
2355	24838	1518
2356	24846	1507
2357	24854	1496
2358	24864	1486
2359	24874	1475
2360	24883	1465
2361	24892	1454
2362	24903	1443
2363	24911	1433
2364	24923	1422
2365	24933	1412
2366	24941	1401
2367	24951	1390
2368	24959	1380
2369	24968	1369
2370	24976	1358
2371	24985	1348
2372	24993	1337
2373	25001	1326
2374	25009	1316
2375	25017	1305
2376	25024	1294
2377	25032	1284
2378	25040	1273
2379	25048	1262
2380	25056	1252
2381	25063	1241
2382	25070	1230
2383	25079	1220
2384	25087	1209
2385	25098	1199
2386	25112	1188
2387	25120	1178
2388	25128	1167
2389	25135	1156
2390	25143	1146
2391	25157	1135
2392	25166	1125
2393	25174	1114
2394	25183	1104
2395	25191	1093
2396	25204	1083
2397	25212	1072
2398	25220	1061
2399	25231	1051
2400	25241	1040
2401	25250	1030
2402	25258	1019
2403	25267	1009
2404	25275	998
2405	25283	987
2406	25292	977
2407	25299	966
2408	25307	956
2409	25316	945
2410	25324	934
2411	25332	924
2412	25340	913
2413	25349	903
2414	25357	892
2415	25366	881
2416	25374	871
2417	25383	860
2418	25391	850
2419	25399	839
2420	25407	829
2421	25416	818
2422	25424	807
2423	25432	797
2424	25441	786
2425	25449	776
2426	25457	765
2427	25465	755
2428	25474	744
2429	25482	734
2430	25492	723
2431	25500	712
2432	25508	702
2433	25516	691
2434	25524	681
2435	25532	670
2436	25540	660
2437	25548	649
2438	25557	639
2439	25565	628
2440	25574	618
2441	25583	607
2442	25592	597
2443	25600	586
2444	25609	576
2445	25617	565
2446	25626	555
2447	25634	544
2448	25643	534
2449	25650	523
2450	25659	512
2451	25667	502
2452	25676	491
2453	25684	481
2454	25693	470
2455	25701	460
2456	25710	449
2457	25721	439
2458	25730	429
2459	25739	418
2460	25747	408
2461	25756	397
2462	25765	387
2463	25773	376
2464	25781	366
2465	25790	355
2466	25798	345
2467	25807	334
2468	25815	324
2469	25824	313
2470	25833	303
2471	25841	292
2472	25849	282
2473	25857	271
2474	25865	261
2475	25874	250
2476	25881	240
2477	25889	229
2478	25902	219
2479	25911	208
2480	25919	198
2481	25927	188
2482	25936	177
2483	25944	167
2484	25952	156
2485	25960	146
2486	25968	135
2487	25976	125
2488	25983	114
2489	25991	104
2490	25999	93
2491	26007	83
2492	26016	73
2493	26024	62
2494	26033	52
2495	26041	41
2496	26050	31
2497	26058	20
2498	26066	10
2499	26074	0
