iter	RMSE
256	0.08965304123
257	0.08948656689
258	0.08925146975
259	0.08915978116
260	0.08904879503
261	0.08893558144
262	0.08875987815
263	0.08867016293
264	0.08852405293
265	0.0883497314
266	0.08820629278
267	0.0880840896
268	0.08796356736
269	0.08781061593
270	0.08773759823
271	0.08764849835
272	0.08749520753
273	0.08735091212
274	0.08720559515
275	0.08701741135
276	0.08691018692
277	0.08681217344
278	0.08669643749
279	0.08655258688
280	0.08644121537
281	0.08629204858
282	0.08621209966
283	0.0860784967
284	0.08598066974
285	0.08588073341
286	0.08573947929
287	0.08563118369
288	0.08555306568
289	0.08551365613
290	0.08544044561
291	0.08526898429
292	0.08520026874
293	0.08515501627
294	0.08507604317
295	0.08499322818
296	0.08495561966
297	0.08478595871
298	0.08475155571
299	0.08459320545
300	0.08456471956
301	0.08442066271
302	0.08424799016
303	0.08412451047
304	0.08395337114
305	0.08381847376
306	0.08370967759
307	0.08357502098
308	0.08340512592
309	0.08325722066
310	0.08320552447
311	0.08310842815
312	0.08295138275
313	0.08284462047
314	0.08273051147
315	0.08261283218
316	0.08249511326
317	0.08242165824
318	0.08235432854
319	0.08220999746
320	0.08216263672
321	0.08203971164
322	0.08192920965
323	0.08186033497
324	0.08175748291
325	0.08163610683
326	0.08150848201
327	0.081415314
328	0.08129344682
329	0.08119891978
330	0.08107196757
331	0.08091838068
332	0.08083165486
333	0.08078862005
334	0.08071048226
335	0.08066487095
336	0.08057824694
337	0.08045549244
338	0.08034028549
339	0.08022606973
340	0.0801122548
341	0.08003639223
342	0.07997411213
343	0.0798448717
344	0.07973305209
345	0.07965449353
346	0.07956748844
347	0.07946334741
348	0.07937961015
349	0.07926949646
350	0.07916076925
351	0.07913790373
352	0.07900363462
353	0.07889724596
354	0.07878767755
355	0.07862386185
356	0.07855246845
357	0.07847715827
358	0.07837452871
359	0.0782736759
360	0.07823697455
361	0.07817420804
362	0.07810785329
363	0.07807847889
364	0.078004483
365	0.07790657486
366	0.07786536208
367	0.07784789002
368	0.07778371931
369	0.07766358069
370	0.07763088676
371	0.07749587235
372	0.07742240451
373	0.07734563353
374	0.07728140869
375	0.07718491985
376	0.07715320565
377	0.07706285873
378	0.07695800631
379	0.07684252005
380	0.07677036413
381	0.07661394526
382	0.07651819543
383	0.07644949674
384	0.07635395611
385	0.07623823021
386	0.07608885521
387	0.07596501569
388	0.0758225399
389	0.07571034211
390	0.07560352266
391	0.07552415858
392	0.07541474086
393	0.07536490096
394	0.07527386564
395	0.075210189
396	0.075109254
397	0.07499436089
398	0.07489915871
399	0.07476511304
400	0.07474173304
401	0.07464837077
402	0.07461873477
403	0.07458813338
404	0.07450091535
405	0.07442753196
406	0.07434360998
407	0.07428277942
408	0.07419044913
409	0.07412211865
410	0.07408619134
411	0.07398306331
412	0.07392131621
413	0.07383890631
414	0.07381734216
415	0.07379406033
416	0.07377364022
417	0.0737450034
418	0.07372194971
419	0.07361763486
420	0.07351835133
421	0.07348887005
422	0.07341074744
423	0.07337754458
424	0.07331034731
425	0.07321489093
426	0.07307999561
427	0.07297557741
428	0.07288817071
429	0.07280227304
430	0.0726814131
431	0.07266589158
432	0.07263509284
433	0.07261446274
434	0.07255991561
435	0.07247393213
436	0.07236637793
437	0.07223473232
438	0.07221971153
439	0.07206821845
440	0.07195467504
441	0.07183102314
442	0.07180404048
443	0.07169931126
444	0.07165235221
445	0.07160711244
446	0.07153858831
447	0.07145507557
448	0.07133291727
449	0.07124051357
450	0.07122781977
451	0.07118260604
452	0.07107771635
453	0.07097702523
454	0.07087909583
455	0.07082186663
456	0.07072859808
457	0.07062091035
458	0.0705427895
459	0.07045899227
460	0.07038391565
461	0.07032067145
462	0.07021589899
463	0.07010606842
464	0.07008412366
465	0.07002973766
466	0.06995668734
467	0.0698688076
468	0.06983094364
469	0.06972754187
470	0.06960797803
471	0.06958063882
472	0.06945487041
473	0.0693871948
474	0.06931708531
475	0.06924391825
476	0.06915444331
477	0.06908903157
478	0.06900278029
479	0.06895573208
480	0.06887460813
481	0.06881583729
482	0.06874239379
483	0.0687289009
484	0.06864160692
485	0.06856856333
486	0.06851703935
487	0.06843660396
488	0.06842317592
489	0.06833792984
490	0.06821188661
491	0.06814526896
492	0.06805480121
493	0.06795335375
494	0.06788150078
495	0.06781977548
496	0.06775576051
497	0.06770937125
498	0.06765173551
499	0.06759204016
500	0.06755280517
501	0.06745921516
502	0.0673873812
503	0.0673093931
504	0.06729009606
505	0.06726591083
506	0.0671655376
507	0.0670788844
508	0.06699704934
509	0.06696682602
510	0.06692587072
511	0.06681140745
512	0.0667347506
513	0.06671982508
514	0.06667346179
515	0.06662745902
516	0.06654682309
517	0.0664511006
518	0.06636912915
519	0.06629475323
520	0.06623522286
521	0.06615030716
522	0.06613758814
523	0.0660824744
524	0.06606562948
525	0.06598203382
526	0.06590505585
527	0.06588073432
528	0.0657790708
529	0.06573889267
530	0.06572249198
531	0.0656325107
532	0.06556812749
533	0.06555344617
534	0.06554312793
535	0.06546432289
536	0.06538067947
537	0.06530754125
538	0.06521967576
539	0.06512995589
540	0.06503142415
541	0.06495169031
542	0.06488641126
543	0.06483003961
544	0.06471843161
545	0.06464144208
546	0.06460063972
547	0.06455772033
548	0.06447995429
549	0.06442440901
550	0.06437543069
551	0.06435859954
552	0.06428707932
553	0.06426833595
554	0.06425449327
555	0.06417443176
556	0.06410820689
557	0.06409695692
558	0.06403153945
559	0.06396389531
560	0.06389764722
561	0.06382065028
562	0.06376403256
563	0.06371488047
564	0.06364248187
565	0.06358071825
566	0.06351888374
567	0.06346935198
568	0.06346096744
569	0.06338697596
570	0.06333253117
571	0.06324685352
572	0.06318032954
573	0.06311411459
574	0.06303852275
575	0.06296830134
576	0.06289645469
577	0.06283493685
578	0.06273933966
579	0.06265723779
580	0.062638887
581	0.06259902703
582	0.06255708885
583	0.06248606967
584	0.06237849469
585	0.06236440845
586	0.06231805067
587	0.06226770028
588	0.06225440591
589	0.06217466663
590	0.06212333402
591	0.06203605956
592	0.06197607342
593	0.06192912674
594	0.06189848334
595	0.06181794491
596	0.06176616488
597	0.06169626034
598	0.06164329469
599	0.06160099892
600	0.06150754822
601	0.06144766125
602	0.06138010461
603	0.06130279108
604	0.06122459356
605	0.06116152737
606	0.06110131847
607	0.06105227793
608	0.06095561154
609	0.06086388092
610	0.06080130162
611	0.06074831932
612	0.06066595103
613	0.06058861578
614	0.06057893711
615	0.0605156122
616	0.06045008329
617	0.06039311376
618	0.06038000534
619	0.06032360663
620	0.06026033141
621	0.06017508129
622	0.06012118743
623	0.06008457756
624	0.06000673866
625	0.05992953934
626	0.0598470204
627	0.05977209723
628	0.05971597532
629	0.05962593134
630	0.05954724574
631	0.05948583264
632	0.05942790771
633	0.05941142757
634	0.05935446668
635	0.05928971127
636	0.05924389593
637	0.0591826102
638	0.05915786109
639	0.05909240482
640	0.05901892641
641	0.05895522753
642	0.05889524097
643	0.05882531319
644	0.05881182391
645	0.05875719146
646	0.05869325414
647	0.05868263434
648	0.05860829264
649	0.05854566619
650	0.05850178132
651	0.05841640858
652	0.05838472757
653	0.05833108076
654	0.05828163566
655	0.05826797734
656	0.05821652548
657	0.05815172847
658	0.05810135667
659	0.05805003252
660	0.05797382707
661	0.05793932818
662	0.05787997234
663	0.05783790487
664	0.05775427781
665	0.0577102205
666	0.05769850114
667	0.0576886934
668	0.05762679184
669	0.05757856661
670	0.05749249812
671	0.05743182352
672	0.05737358158
673	0.05732406543
674	0.05727080339
675	0.05719631683
676	0.05713085021
677	0.05708822759
678	0.05701449427
679	0.05696512496
680	0.05690956326
681	0.05689989044
682	0.05686740572
683	0.05682024861
684	0.05679744191
685	0.05673096656
686	0.05672003592
687	0.05667356107
688	0.0566210069
689	0.05656775513
690	0.05653677407
691	0.05648912343
692	0.05644119203
693	0.05640105764
694	0.05639168055
695	0.05631613032
696	0.05623106343
697	0.05615175712
698	0.05607629541
699	0.05601474777
700	0.05597008249
701	0.05593454425
702	0.05588872363
703	0.05583184723
704	0.05578396667
705	0.05570937792
706	0.05567008497
707	0.05561968883
708	0.05557643757
709	0.05552034908
710	0.05546429751
711	0.0554157805
712	0.055357861
713	0.05530259158
714	0.05525890674
715	0.05518193377
716	0.05514599488
717	0.05511852062
718	0.05505932564
719	0.05499563176
720	0.05495391252
721	0.0548838839
722	0.0548555767
723	0.05483401483
724	0.05476805589
725	0.05473080831
726	0.05466713621
727	0.05459185446
728	0.05453203889
729	0.05449852177
730	0.05445418169
731	0.05437856581
732	0.05432175265
733	0.05426836541
734	0.05422784291
735	0.05415529188
736	0.05410411778
737	0.05402995816
738	0.05398007814
739	0.0539432635
740	0.05389471418
741	0.05383055501
742	0.05374146334
743	0.05368868837
744	0.05362236265
745	0.05355514923
746	0.05348853315
747	0.0534327002
748	0.05336805271
749	0.05331112799
750	0.05322663969
751	0.05317040115
752	0.05310285166
753	0.05305438803
754	0.0529865652
755	0.05291674475
756	0.05287985091
757	0.05282726129
758	0.05280837817
759	0.05278707832
760	0.05274506426
761	0.05266342352
762	0.05261000748
763	0.05259990551
764	0.05252863557
765	0.05246053012
766	0.05240815843
767	0.05236211746
768	0.05229919334
769	0.05221949504
770	0.05216637275
771	0.05210670802
772	0.05205041642
773	0.05200302939
774	0.05194648606
775	0.05189956671
776	0.05188658101
777	0.0518227104
778	0.05177719217
779	0.05172723653
780	0.05166967221
781	0.05162266445
782	0.05158366724
783	0.05153967673
784	0.05145046208
785	0.05137902877
786	0.05131463491
787	0.0512618267
788	0.05122173564
789	0.05118468221
790	0.05117808784
791	0.05115757354
792	0.05111229537
793	0.05106356673
794	0.05102183233
795	0.0509708347
796	0.05091489876
797	0.0508320697
798	0.05077179467
799	0.05074161115
800	0.05072001996
801	0.05069024421
802	0.05065157361
803	0.05060201748
804	0.05053854081
805	0.05047334232
806	0.05042373372
807	0.05037500904
808	0.0503385414
809	0.05028292655
810	0.0502408851
811	0.05020230042
812	0.05016568615
813	0.05011436214
814	0.05005451046
815	0.05002183602
816	0.049971681
817	0.04996311236
818	0.04993211085
819	0.04989064921
820	0.0498461863
821	0.04977514523
822	0.04973981625
823	0.04970522032
824	0.04963494838
825	0.04960237388
826	0.04955909825
827	0.04952053369
828	0.04948051036
829	0.04942302175
830	0.04936277902
831	0.04932052717
832	0.04928056068
833	0.04920422811
834	0.04916157962
835	0.04913227703
836	0.04909216991
837	0.04904211297
838	0.04899189998
839	0.04894810415
840	0.04892282405
841	0.04890685736
842	0.04884193374
843	0.04878404438
844	0.04874678886
845	0.04869144728
846	0.0486474206
847	0.04863349227
848	0.04860210412
849	0.0485782771
850	0.04853836426
851	0.04852595296
852	0.04846418098
853	0.0484279722
854	0.0483811696
855	0.04832384727
856	0.04827552415
857	0.04827126214
858	0.04821588784
859	0.04817955099
860	0.04812533398
861	0.04807043534
862	0.04801614369
863	0.04794522302
864	0.0478816611
865	0.04784246516
866	0.04779696373
867	0.0477600349
868	0.04772739085
869	0.04769569783
870	0.04762904693
871	0.04756661302
872	0.04750120969
873	0.04743599229
874	0.04737810222
875	0.04732812311
876	0.04728599301
877	0.04723483429
878	0.04720011949
879	0.04719428969
880	0.04713642357
881	0.04709465554
882	0.0470466948
883	0.0469924754
884	0.04694724393
885	0.04690335865
886	0.04686360102
887	0.04682253464
888	0.04678919936
889	0.0467502575
890	0.04669302521
891	0.04663930471
892	0.04658783337
893	0.0465556143
894	0.04650947566
895	0.04645066516
896	0.0463921145
897	0.04633997952
898	0.04630384242
899	0.04625950985
900	0.04622033792
901	0.04617293179
902	0.0461214529
903	0.04608141922
904	0.04604801657
905	0.04600489857
906	0.04595723313
907	0.04593321972
908	0.04588036921
909	0.04584923213
910	0.04580850493
911	0.04576423173
912	0.04571464231
913	0.04568720651
914	0.04564703669
915	0.04562612387
916	0.04560916965
917	0.04555681389
918	0.04553999736
919	0.04549459531
920	0.04546256928
921	0.04542471898
922	0.04538127655
923	0.04534872106
924	0.04530810105
925	0.04526313192
926	0.04524445603
927	0.04521943491
928	0.0451777568
929	0.04516206493
930	0.04513511845
931	0.04509717035
932	0.04505093126
933	0.04501398284
934	0.04497887322
935	0.04492649956
936	0.04486763216
937	0.04484193503
938	0.04479081697
939	0.0447398939
940	0.0446883536
941	0.044643292
942	0.04458284723
943	0.04454423216
944	0.04448723698
945	0.04445080335
946	0.04441716865
947	0.04438557264
948	0.04436181188
949	0.04433999463
950	0.04429196908
951	0.04423038521
952	0.04416451861
953	0.04413492315
954	0.04409867453
955	0.04406930714
956	0.04401825115
957	0.04399167049
958	0.0439437349
959	0.04388847979
960	0.04384352414
961	0.04383198102
962	0.04382712518
963	0.04376867408
964	0.04373288061
965	0.04369180816
966	0.04365992268
967	0.04361182999
968	0.04354258487
969	0.04349403466
970	0.04345092503
971	0.0434120283
972	0.04337538654
973	0.0433369099
974	0.04329277406
975	0.04326284493
976	0.04324444333
977	0.04319699469
978	0.04315489094
979	0.04311524084
980	0.04307965418
981	0.04305275942
982	0.04301161388
983	0.04296198943
984	0.04293255671
985	0.04289691794
986	0.04283574831
987	0.042795968
988	0.04276098415
989	0.04271065606
990	0.0426666161
991	0.04262875096
992	0.04257879118
993	0.04251820037
994	0.04248856943
995	0.04245491528
996	0.04241221217
997	0.04237667298
998	0.04233592766
999	0.0423126392
1000	0.04226450816
1001	0.04223197646
1002	0.04219419017
1003	0.04214295657
1004	0.04211058695
1005	0.04206657655
1006	0.0420492548
1007	0.04199318144
1008	0.04194995632
1009	0.04191467865
1010	0.04188799927
1011	0.04185815505
1012	0.04181946964
1013	0.04177959991
1014	0.04173041787
1015	0.04167808289
1016	0.04164142298
1017	0.0416242771
1018	0.0416169763
1019	0.04157872947
1020	0.0415437132
1021	0.04152377989
1022	0.0414654412
1023	0.04143612292
1024	0.04140452794
1025	0.04135338626
1026	0.04131474526
1027	0.04127583982
1028	0.04123220421
1029	0.04118148205
1030	0.04113428446
1031	0.04110365671
1032	0.04104743079
1033	0.04099284969
1034	0.04094924505
1035	0.04091613035
1036	0.04088853107
1037	0.04086051924
1038	0.04085182475
1039	0.04081411211
1040	0.04077234796
1041	0.04073433107
1042	0.04069420342
1043	0.04066906814
1044	0.04063469845
1045	0.04059159953
1046	0.04055583861
1047	0.04050571956
1048	0.0404800873
1049	0.04045692543
1050	0.04041616811
1051	0.04035450324
1052	0.04031909402
1053	0.04029153756
1054	0.04025046198
1055	0.04021757498
1056	0.04018483638
1057	0.04014327118
1058	0.04012352413
1059	0.04008515668
1060	0.04002500872
1061	0.03999112883
1062	0.03993638701
1063	0.03989841479
1064	0.03985423566
1065	0.03978588639
1066	0.03975290245
1067	0.0397289012
1068	0.03968655987
1069	0.03963796124
1070	0.0395998783
1071	0.03954781873
1072	0.03952147809
1073	0.03946697464
1074	0.03944019312
1075	0.03941910791
1076	0.03940198811
1077	0.03937053422
1078	0.03933078515
1079	0.03929869887
1080	0.03926433563
1081	0.03926028437
1082	0.03922985183
1083	0.03919299782
1084	0.03916240288
1085	0.03913970305
1086	0.03910841461
1087	0.03907386791
1088	0.03905917973
1089	0.03903623425
1090	0.03901974943
1091	0.03899505871
1092	0.03895533666
1093	0.03892268095
1094	0.03890436028
1095	0.03887621697
1096	0.03883453876
1097	0.03878848477
1098	0.03874582038
1099	0.03870763863
1100	0.03865217173
1101	0.03862527783
1102	0.03859920915
1103	0.03857495911
1104	0.03855424874
1105	0.03851907589
1106	0.03846928431
1107	0.0384591823
1108	0.03844630481
1109	0.03840932738
1110	0.03836751086
1111	0.03832861465
1112	0.03829398865
1113	0.03828861692
1114	0.0382672921
1115	0.03822231862
1116	0.03818763409
1117	0.03816709207
1118	0.03812078146
1119	0.03807938864
1120	0.0380422331
1121	0.03799914931
1122	0.03796406435
1123	0.03795438218
1124	0.03793312953
1125	0.03789782132
1126	0.03786151682
1127	0.03785281342
1128	0.03782070566
1129	0.03779215386
1130	0.0377719125
1131	0.03773824762
1132	0.03770046277
1133	0.03766452341
1134	0.03762074628
1135	0.03759320894
1136	0.03755666314
1137	0.03752485839
1138	0.03749490638
1139	0.03748832771
1140	0.03746794247
1141	0.03743599814
1142	0.03740393983
1143	0.03737297275
1144	0.03734790975
1145	0.03732252827
1146	0.0373003845
1147	0.03725883281
1148	0.03722680881
1149	0.03718254319
1150	0.03713976329
1151	0.03711260214
1152	0.03708168961
1153	0.03705055825
1154	0.03702066609
1155	0.03699914009
1156	0.0369833435
1157	0.03694864959
1158	0.03691927047
1159	0.03687781772
1160	0.03683701318
1161	0.03680771045
1162	0.03675971728
1163	0.03672887296
1164	0.03668604683
1165	0.03663445638
1166	0.03659011859
1167	0.03657413128
1168	0.03652966561
1169	0.0365245156
1170	0.0364951472
1171	0.03647298753
1172	0.03644479521
1173	0.03641888771
1174	0.03639814708
1175	0.03637692544
1176	0.03633646019
1177	0.0363035331
1178	0.03626795158
1179	0.03622628468
1180	0.03618967735
1181	0.03614606589
1182	0.03611435765
1183	0.03608606369
1184	0.03605869983
1185	0.03602781728
1186	0.03598715888
1187	0.03594924516
1188	0.03594542695
1189	0.03591301793
1190	0.03588268127
1191	0.03583650047
1192	0.03580738332
1193	0.03576915066
1194	0.03572811774
1195	0.03568437112
1196	0.03565861361
1197	0.03561865826
1198	0.03558776547
1199	0.03555244094
1200	0.03551465896
1201	0.03547481725
1202	0.03544190946
1203	0.03543664028
1204	0.03543218125
1205	0.03540111646
1206	0.03538322329
1207	0.03535245933
1208	0.0353043669
1209	0.03526806239
1210	0.03524183884
1211	0.03522316442
1212	0.03519693047
1213	0.03517498095
1214	0.03513481152
1215	0.03509992496
1216	0.03505379018
1217	0.03501787362
1218	0.03498449768
1219	0.03493858909
1220	0.03490240999
1221	0.03487003155
1222	0.03484618361
1223	0.03482156366
1224	0.0348079833
1225	0.03476674901
1226	0.03473800559
1227	0.03468922071
1228	0.03465599584
1229	0.03462050896
1230	0.03460406473
1231	0.03456876019
1232	0.03455277203
1233	0.03452147804
1234	0.03447257841
1235	0.03443371787
1236	0.03440515788
1237	0.03435942742
1238	0.03433539279
1239	0.0343182644
1240	0.03428504424
1241	0.03425332912
1242	0.03422458372
1243	0.03419524191
1244	0.03416078896
1245	0.03411627552
1246	0.03407855542
1247	0.03404770293
1248	0.03400235869
1249	0.03397119462
1250	0.03395312965
1251	0.03393526652
1252	0.03390277011
1253	0.03388347007
1254	0.03386805052
1255	0.03383296249
1256	0.03380035349
1257	0.03376739178
1258	0.03375125245
1259	0.03372137097
1260	0.03370062884
1261	0.03366641989
1262	0.03362930917
1263	0.03361031051
1264	0.03358168119
1265	0.03355218912
1266	0.03353380323
1267	0.03352005202
1268	0.03348681695
1269	0.0334526422
1270	0.03342618263
1271	0.0333956797
1272	0.0333580593
1273	0.03331661507
1274	0.0332811422
1275	0.03324747444
1276	0.03320334863
1277	0.03318027438
1278	0.03313952553
1279	0.03310341191
1280	0.03308851258
1281	0.03306848332
1282	0.03303801845
1283	0.03301530773
1284	0.03299606348
1285	0.03296500272
1286	0.03293500709
1287	0.03293164193
1288	0.03290740161
1289	0.03288284335
1290	0.0328546374
1291	0.03282198776
1292	0.03279336853
1293	0.03277693761
1294	0.03276385045
1295	0.03273668151
1296	0.03270981032
1297	0.03270075422
1298	0.03266844259
1299	0.0326197353
1300	0.03259701078
1301	0.03256571736
1302	0.03253677687
1303	0.03249743673
1304	0.03245405714
1305	0.03241622505
1306	0.03240054826
1307	0.0323764191
1308	0.03234854947
1309	0.03232923364
1310	0.03230851325
1311	0.03226258165
1312	0.03223576135
1313	0.03221129784
1314	0.03219270234
1315	0.0321772586
1316	0.03213885878
1317	0.03210471751
1318	0.03206575024
1319	0.03204745503
1320	0.03200221087
1321	0.03197872553
1322	0.0319645287
1323	0.03193205427
1324	0.03189956761
1325	0.03186662148
1326	0.03183573598
1327	0.03181513706
1328	0.03178377398
1329	0.03175035374
1330	0.0316925809
1331	0.03165937086
1332	0.03163250041
1333	0.03160392874
1334	0.0315761372
1335	0.03154781395
1336	0.03152092805
1337	0.03149266028
1338	0.03146550689
1339	0.03144333153
1340	0.03142364252
1341	0.03138902382
1342	0.03138258191
1343	0.03136040058
1344	0.03133338735
1345	0.03130607582
1346	0.03126554913
1347	0.03122298258
1348	0.03118119924
1349	0.03114065517
1350	0.03111903511
1351	0.03109005248
1352	0.03106135643
1353	0.03103427165
1354	0.03100737989
1355	0.03097589417
1356	0.03094116033
1357	0.03089802257
1358	0.03089008853
1359	0.03086316882
1360	0.03081951896
1361	0.03080290249
1362	0.03078501213
1363	0.03074548528
1364	0.03072275048
1365	0.0306979879
1366	0.03066139059
1367	0.03063471158
1368	0.03060145394
1369	0.03057763848
1370	0.03054384112
1371	0.03052860411
1372	0.03049223819
1373	0.03045173094
1374	0.0304303822
1375	0.03040362564
1376	0.03037191332
1377	0.03034643319
1378	0.0303185669
1379	0.03029707046
1380	0.03026964073
1381	0.03024709467
1382	0.03023306212
1383	0.03021661468
1384	0.03018084586
1385	0.03014319763
1386	0.03010476216
1387	0.03007187948
1388	0.03005068928
1389	0.03002789582
1390	0.03000378132
1391	0.02998203587
1392	0.0299572795
1393	0.02993437037
1394	0.029898199
1395	0.02986806813
1396	0.02985065276
1397	0.02980522518
1398	0.02975761269
1399	0.0297270416
1400	0.02970515894
1401	0.02968877426
1402	0.02965363222
1403	0.02962587703
1404	0.02959280556
1405	0.02954703488
1406	0.02951303199
1407	0.0294937013
1408	0.02946080725
1409	0.02944358539
1410	0.02942600919
1411	0.02941184393
1412	0.02938366936
1413	0.02936119985
1414	0.0293424458
1415	0.02931992567
1416	0.02931151685
1417	0.02927316385
1418	0.02926503107
1419	0.02925285209
1420	0.02921647157
1421	0.02919882695
1422	0.02916387326
1423	0.02914665132
1424	0.0291119447
1425	0.02908379572
1426	0.02906301121
1427	0.02903923564
1428	0.02901783808
1429	0.0290048182
1430	0.02898089566
1431	0.02895767916
1432	0.02893368751
1433	0.02890414422
1434	0.02888573561
1435	0.02886294485
1436	0.02884346539
1437	0.02880869984
1438	0.02877295604
1439	0.02874858079
1440	0.02873422706
1441	0.02872992791
1442	0.02869546459
1443	0.02867267724
1444	0.02863799745
1445	0.02861439011
1446	0.02860143777
1447	0.02857423353
1448	0.02855527471
1449	0.02853742296
1450	0.02851147517
1451	0.02848118163
1452	0.02845095933
1453	0.02843410698
1454	0.02841206208
1455	0.02838026464
1456	0.02835141713
1457	0.02832722647
1458	0.02829755309
1459	0.02827642073
1460	0.02823944916
1461	0.02821382452
1462	0.02818547131
1463	0.02815267128
1464	0.02811186897
1465	0.02807932535
1466	0.02806516113
1467	0.02803468393
1468	0.02800108621
1469	0.02797696109
1470	0.0279483774
1471	0.02792296748
1472	0.02789476745
1473	0.02786848389
1474	0.02784905071
1475	0.02782138837
1476	0.02780719172
1477	0.02779415022
1478	0.02777879866
1479	0.02776142635
1480	0.02773588476
1481	0.02770995392
1482	0.02768479688
1483	0.02766536233
1484	0.0276426874
1485	0.0276037073
1486	0.02758914868
1487	0.02756621994
1488	0.02755298621
1489	0.02752093986
1490	0.02749868707
1491	0.02748051306
1492	0.02744912322
1493	0.02741987903
1494	0.02738137246
1495	0.02736190283
1496	0.0273362914
1497	0.02731861802
1498	0.02729974734
1499	0.02728765658
1500	0.02726566921
1501	0.02724079488
